review_id,restaurant_id,restaurant_name,review_text,sentiment_label,rating,customer_type,review_date,mentioned_aspects
REV0117,RES024,Chè Huế Ngọt Ngào,Tôi thích giá hợp lý và view đẹp. Chè Huế Ngọt Ngào phù hợp cho bữa ăn của tôi.,Tích cực,4,Công tác,2026-06-11,"giá hợp lý, view đẹp"
REV0118,RES024,Chè Huế Ngọt Ngào,Tôi thích view đẹp và giá hợp lý. Chè Huế Ngọt Ngào phù hợp cho bữa ăn của tôi.,Tích cực,5,Gia đình,2026-06-07,"view đẹp, giá hợp lý"
REV0119,RES024,Chè Huế Ngọt Ngào,Trải nghiệm chưa tốt vì không gian hơi nhỏ và ít món chay. Cần cải thiện.,Tiêu cực,3,Gia đình,2026-06-30,"không gian hơi nhỏ, ít món chay"
REV0120,RES024,Chè Huế Ngọt Ngào,Tôi thích giá hợp lý và không gian sạch sẽ. Chè Huế Ngọt Ngào phù hợp cho bữa ăn của tôi.,Tích cực,4,Một mình,2026-02-17,"giá hợp lý, không gian sạch sẽ"
REV0121,RES025,Sea View Grill,Tôi thích thực đơn đa dạng và nhân viên thân thiện. Sea View Grill phù hợp cho bữa ăn của tôi.,Tích cực,4,Bạn bè,2026-06-21,"thực đơn đa dạng, nhân viên thân thiện"
REV0122,RES025,Sea View Grill,Trải nghiệm chưa tốt vì ồn vào buổi tối và đông vào cuối tuần. Cần cải thiện.,Tiêu cực,3,Một mình,2026-01-30,"ồn vào buổi tối, đông vào cuối tuần"
REV0123,RES025,Sea View Grill,Tôi thích nhân viên thân thiện và thực đơn đa dạng. Sea View Grill phù hợp cho bữa ăn của tôi.,Tích cực,5,Một mình,2026-06-01,"nhân viên thân thiện, thực đơn đa dạng"
REV0124,RES025,Sea View Grill,Tôi thích thực đơn đa dạng và nhân viên thân thiện. Sea View Grill phù hợp cho bữa ăn của tôi.,Tích cực,4,Cặp đôi,2026-03-20,"thực đơn đa dạng, nhân viên thân thiện"
REV0125,RES025,Sea View Grill,Tôi thích nhân viên thân thiện và thực đơn đa dạng. Sea View Grill phù hợp cho bữa ăn của tôi.,Tích cực,5,Công tác,2026-06-02,"nhân viên thân thiện, thực đơn đa dạng"
REV0126,RES026,Noodle Bar 24h,Tôi thích không gian sạch sẽ và phục vụ nhanh. Noodle Bar 24h phù hợp cho bữa ăn của tôi.,Tích cực,4,Công tác,2026-06-12,"không gian sạch sẽ, phục vụ nhanh"
REV0127,RES026,Noodle Bar 24h,Tôi thích phục vụ nhanh và khẩu vị ổn định. Noodle Bar 24h phù hợp cho bữa ăn của tôi.,Tích cực,4,Công tác,2026-03-15,"phục vụ nhanh, khẩu vị ổn định"
REV0128,RES026,Noodle Bar 24h,Tôi thích không gian sạch sẽ và phục vụ nhanh. Noodle Bar 24h phù hợp cho bữa ăn của tôi.,Tích cực,4,Bạn bè,2026-01-03,"không gian sạch sẽ, phục vụ nhanh"
REV0129,RES026,Noodle Bar 24h,Tôi thích khẩu vị ổn định và không gian sạch sẽ. Noodle Bar 24h phù hợp cho bữa ăn của tôi.,Tích cực,5,Công tác,2026-06-25,"khẩu vị ổn định, không gian sạch sẽ"
REV0130,RES026,Noodle Bar 24h,Tôi thích phục vụ nhanh và không gian sạch sẽ. Noodle Bar 24h phù hợp cho bữa ăn của tôi.,Tích cực,5,Cặp đôi,2026-01-22,"phục vụ nhanh, không gian sạch sẽ"
REV0131,RES027,Lotus Halal Kitchen,"Lotus Halal Kitchen có nhân viên thân thiện, nhưng đông vào cuối tuần. Nhìn chung tạm ổn.",Trung lập,3,Gia đình,2026-03-12,"nhân viên thân thiện, đông vào cuối tuần"
REV0132,RES027,Lotus Halal Kitchen,Tôi thích thực đơn đa dạng và nhân viên thân thiện. Lotus Halal Kitchen phù hợp cho bữa ăn của tôi.,Tích cực,5,Một mình,2026-05-07,"thực đơn đa dạng, nhân viên thân thiện"
REV0133,RES027,Lotus Halal Kitchen,Tôi thích nhân viên thân thiện và phục vụ nhanh. Lotus Halal Kitchen phù hợp cho bữa ăn của tôi.,Tích cực,5,Một mình,2026-04-04,"nhân viên thân thiện, phục vụ nhanh"
REV0134,RES027,Lotus Halal Kitchen,Tôi thích nhân viên thân thiện và thực đơn đa dạng. Lotus Halal Kitchen phù hợp cho bữa ăn của tôi.,Tích cực,4,Công tác,2026-01-27,"nhân viên thân thiện, thực đơn đa dạng"
REV0135,RES027,Lotus Halal Kitchen,"Lotus Halal Kitchen có phục vụ nhanh, nhưng giá hơi cao. Nhìn chung tạm ổn.",Trung lập,3,Bạn bè,2026-01-09,"phục vụ nhanh, giá hơi cao"
REV0136,RES028,Green Bowl Salad,Tôi thích khẩu vị ổn định và không gian sạch sẽ. Green Bowl Salad phù hợp cho bữa ăn của tôi.,Tích cực,5,Gia đình,2026-03-02,"khẩu vị ổn định, không gian sạch sẽ"
REV0137,RES028,Green Bowl Salad,Tôi thích view đẹp và khẩu vị ổn định. Green Bowl Salad phù hợp cho bữa ăn của tôi.,Tích cực,5,Cặp đôi,2026-06-07,"view đẹp, khẩu vị ổn định"
REV0138,RES028,Green Bowl Salad,Tôi thích không gian sạch sẽ và view đẹp. Green Bowl Salad phù hợp cho bữa ăn của tôi.,Tích cực,4,Một mình,2026-03-31,"không gian sạch sẽ, view đẹp"
REV0139,RES028,Green Bowl Salad,Tôi thích view đẹp và không gian sạch sẽ. Green Bowl Salad phù hợp cho bữa ăn của tôi.,Tích cực,5,Bạn bè,2026-03-16,"view đẹp, không gian sạch sẽ"
REV0140,RES028,Green Bowl Salad,"Green Bowl Salad có view đẹp, nhưng chỗ đậu xe hạn chế. Nhìn chung tạm ổn.",Trung lập,3,Cặp đôi,2026-04-16,"view đẹp, chỗ đậu xe hạn chế"
REV0141,RES029,Bánh Xèo Miền Trung,Trải nghiệm chưa tốt vì chỗ đậu xe hạn chế và chờ món lâu giờ cao điểm. Cần cải thiện.,Tiêu cực,2,Cặp đôi,2026-02-07,"chỗ đậu xe hạn chế, chờ món lâu giờ cao điểm"
REV0142,RES029,Bánh Xèo Miền Trung,"Bánh Xèo Miền Trung có view đẹp, nhưng chỗ đậu xe hạn chế. Nhìn chung tạm ổn.",Trung lập,3,Công tác,2026-02-06,"view đẹp, chỗ đậu xe hạn chế"
REV0143,RES029,Bánh Xèo Miền Trung,"Bánh Xèo Miền Trung có thực đơn đa dạng, nhưng chỗ đậu xe hạn chế. Nhìn chung tạm ổn.",Trung lập,3,Công tác,2026-04-26,"thực đơn đa dạng, chỗ đậu xe hạn chế"
REV0144,RES029,Bánh Xèo Miền Trung,Tôi thích view đẹp và thực đơn đa dạng. Bánh Xèo Miền Trung phù hợp cho bữa ăn của tôi.,Tích cực,5,Bạn bè,2026-04-27,"view đẹp, thực đơn đa dạng"
REV0145,RES029,Bánh Xèo Miền Trung,Trải nghiệm chưa tốt vì chỗ đậu xe hạn chế và chờ món lâu giờ cao điểm. Cần cải thiện.,Tiêu cực,2,Công tác,2026-06-12,"chỗ đậu xe hạn chế, chờ món lâu giờ cao điểm"
REV0146,RES030,Little Korea BBQ,"Little Korea BBQ có view đẹp, nhưng đông vào cuối tuần. Nhìn chung tạm ổn.",Trung lập,3,Một mình,2026-04-12,"view đẹp, đông vào cuối tuần"
REV0147,RES030,Little Korea BBQ,Tôi thích view đẹp và thực đơn đa dạng. Little Korea BBQ phù hợp cho bữa ăn của tôi.,Tích cực,5,Bạn bè,2026-03-24,"view đẹp, thực đơn đa dạng"
REV0148,RES030,Little Korea BBQ,"Little Korea BBQ có view đẹp, nhưng đông vào cuối tuần. Nhìn chung tạm ổn.",Trung lập,3,Một mình,2026-05-05,"view đẹp, đông vào cuối tuần"
REV0149,RES030,Little Korea BBQ,"Little Korea BBQ có phù hợp gia đình, nhưng đông vào cuối tuần. Nhìn chung tạm ổn.",Trung lập,3,Gia đình,2026-01-26,"phù hợp gia đình, đông vào cuối tuần"
REV0150,RES030,Little Korea BBQ,"Little Korea BBQ có view đẹp, nhưng đông vào cuối tuần. Nhìn chung tạm ổn.",Trung lập,3,Gia đình,2026-02-10,"view đẹp, đông vào cuối tuần"
